,user_id,First Name,Surnam,Gender,state,Age,date_joined,n_dependants,fam_status,income
155,172331,,Williamson,Female,Alaska,27,1/1/2017,0,single,55047
156,102975,Harold,Pitts,Male,Colorado,81,1/1/2017,2,married,112180
157,765,Margaret,Hale,Female,Wyoming,63,1/1/2017,2,married,149733
158,164248,Ruby,Wilkins,Female,North Carolina,78,1/1/2017,0,divorced/widowed,43431
159,51556,Gloria,Haynes,Female,Vermont,21,1/2/2017,1,living with parents and siblings,77836
160,59989,Heather,Costa,Female,Idaho,30,1/2/2017,2,married,51393
161,183738,Emily,Morales,Female,Minnesota,42,1/2/2017,3,married,138719
162,190771,Marie,Rhodes,Female,Oklahoma,56,1/2/2017,2,married,135369
163,11866,Fred,Bartlett,Male,Massachusetts,63,1/2/2017,1,married,101390
164,151216,William,Livingston,Male,Alabama,70,1/2/2017,1,married,128561
165,122795,Scott,Fletcher,Male,Missouri,21,1/2/2017,0,single,89148
166,4101,Annie,Mendoza,Female,Montana,53,1/2/2017,1,married,116765
167,6107,Lisa,Cuevas,Female,Missouri,61,1/2/2017,3,married,111224
168,14335,Donna,Reyna,Female,Arkansas,81,1/2/2017,1,married,121041
169,26523,Barbara,Norman,Female,Arizona,32,1/2/2017,2,married,85744
170,31457,Bobby,Navarro,Male,South Carolina,32,1/2/2017,0,single,64292
171,34649,Susan,Nash,Female,Maine,51,1/2/2017,1,married,43250
172,35224,Amy,Gibbs,Female,Massachusetts,67,1/2/2017,0,divorced/widowed,94110
173,36419,Robin,Hendrix,Female,California,70,1/2/2017,2,married,104030
174,43027,Jose,Morgan,Male,Massachusetts,79,1/2/2017,3,married,101296
175,46262,Brenda,Rojas,Female,California,37,1/2/2017,3,married,52535
176,47596,Mary,Bowen,Female,Idaho,32,1/2/2017,0,single,88193
177,48809,Raymond,Shah,Male,Alaska,19,1/2/2017,3,living with parents and siblings,89395
178,51524,Irene,Reyes,Female,Illinois,67,1/2/2017,2,married,149203
179,53612,Billy,Aguirre,Male,Georgia,77,1/2/2017,1,married,79182
180,54785,Jeremy,Willis,Male,Georgia,21,1/2/2017,0,single,77531
181,59904,Mark,Decker,Male,Ohio,62,1/2/2017,1,married,55210
182,61634,Jane,Calhoun,Female,New Mexico,25,1/2/2017,2,married,84841
183,67371,Rachel,Torres,Female,Wyoming,61,1/2/2017,1,married,48554
184,67564,Judith,Buck,Female,Rhode Island,80,1/2/2017,0,divorced/widowed,159525
185,71889,Bonnie,Raymond,Female,Ohio,74,1/2/2017,2,married,114510
186,72517,Christine,Adams,Female,Vermont,42,1/2/2017,0,single,35257
187,79278,Cheryl,Underwood,Female,New Hampshire,56,1/2/2017,2,married,47966
188,79696,Joan,Beltran,Female,Massachusetts,20,1/2/2017,3,living with parents and siblings,56755
189,83323,Doris,Richmond,Female,Rhode Island,80,1/2/2017,1,married,99396
190,88747,Joe,Lugo,Male,Connecticut,41,1/2/2017,0,single,85727
191,100958,Benjamin,Parsons,Male,North Dakota,18,1/2/2017,2,living with parents and siblings,113408
192,106073,Rachel,Leblanc,Female,Texas,66,1/2/2017,0,divorced/widowed,98858
193,110088,Emily,Elliott,Female,Ohio,76,1/2/2017,2,married,97584
194,111391,Howard,Reid,Male,Connecticut,47,1/2/2017,0,single,71090
195,130759,Phyllis,Russell,Female,Vermont,64,1/2/2017,2,married,137689
196,139344,Richard,Farmer,Male,Hawaii,24,1/2/2017,0,single,100605
197,151546,Heather,Myers,Female,New Jersey,76,1/2/2017,3,married,53114
198,152319,Howard,Clarke,Male,Maryland,34,1/2/2017,2,married,57722
199,155408,Merry,Davis,Female,Georgia,41,1/2/2017,0,single,122107
200,156762,Jerry,Wright,Male,Pennsylvania,38,1/2/2017,1,married,90646
201,162527,Gregory,Cain,Male,South Carolina,67,1/2/2017,1,married,97458
202,164540,Anthony,Moses,Male,Illinois,74,1/2/2017,0,divorced/widowed,36876
203,167451,Philip,Vargas,Male,Kentucky,34,1/2/2017,2,married,73762
204,168914,Sharon,Barber,Female,Alaska,50,1/2/2017,0,single,93569
205,171846,Sean,Hinton,Male,New York,50,1/2/2017,1,married,157716
206,181428,Clarence,Marsh,Male,Montana,52,1/2/2017,2,married,114967
207,182300,Ann,Beasley,Female,New Mexico,23,1/2/2017,1,married,53044
208,186574,Irene,Cooper,Female,Iowa,47,1/2/2017,2,married,110838
209,192865,Marilyn,Sandoval,Female,Massachusetts,35,1/2/2017,3,married,74651
210,198790,Nancy,Gomez,Female,Tennessee,49,1/2/2017,1,married,154361
211,203920,Louise,Garner,Female,Nebraska,55,1/2/2017,3,married,149459
212,21721,Johnny,Griffith,Male,Vermont,37,1/2/2017,3,married,74875
213,151348,Julie,Newton,Female,Oklahoma,60,1/2/2017,2,married,135496
214,188032,Ryan,Lucero,Male,Vermont,65,1/2/2017,3,married,125747
215,194747,Jeffrey,Caldwell,Male,North Dakota,69,1/2/2017,1,married,146451
216,175934,Carl,Salgado,Male,Michigan,34,1/2/2017,3,married,71441
217,841,Earl,Flynn,Male,New Jersey,30,1/2/2017,1,married,81027
218,122277,Jacqueline,Roach,Female,Ohio,76,1/2/2017,2,married,107550
219,141651,Philip,Duran,Male,New Hampshire,43,1/2/2017,1,married,110452
220,139665,Ruth,Cunningham,Female,New York,41,1/2/2017,1,married,100617
221,43011,Carl,Horn,Male,Kentucky,21,1/2/2017,3,living with parents and siblings,62193
222,105927,Beverly,Brady,Female,Wyoming,43,1/2/2017,2,married,142413
223,2823,Sarah,Oliver,Female,Kentucky,80,1/2/2017,0,divorced/widowed,120519
224,18208,James,Guevara,Male,Alabama,26,1/2/2017,0,single,92123
225,25305,Aaron,Beck,Male,District of Columbia,43,1/2/2017,3,married,40127
226,33626,Arthur,Shepherd,Male,Kansas,18,1/2/2017,2,living with parents and siblings,69039
227,78513,Alan,Lam,Male,New Hampshire,59,1/2/2017,1,married,125185
228,95773,Matthew,Chan,Male,Vermont,21,1/2/2017,2,living with parents and siblings,80217
229,98047,Jason,Mcgee,Male,New Jersey,19,1/2/2017,3,living with parents and siblings,62023
230,100869,Harry,Patel,Male,South Dakota,55,1/2/2017,2,married,119814
231,145087,Christopher,Munoz,Male,Tennessee,62,1/2/2017,2,married,144267
232,156030,Maria,Esparza,Female,Montana,48,1/2/2017,1,married,108467
233,162942,Janice,Fry,Female,Washington,40,1/2/2017,1,married,73574
234,163024,Kevin,Ramsey,Male,North Carolina,56,1/2/2017,0,single,157644
235,172887,Cheryl,Curtis,Female,Washington,74,1/2/2017,2,married,145848
236,182963,,Nicholson,Female,New Mexico,58,1/2/2017,1,married,163391
237,196284,Beverly,Huynh,Female,Minnesota,63,1/2/2017,0,divorced/widowed,137790
238,201599,Major,Marin,Male,Virginia,44,1/2/2017,3,married,126303
239,203741,Earl,Pace,Male,Virginia,46,1/2/2017,1,married,121233
240,32390,Carl,Mcfarland,Male,California,64,1/2/2017,3,married,168238
241,49727,,Moran,Male,Alaska,53,1/2/2017,1,married,101623
242,125549,Willie,Peters,Male,Missouri,23,1/2/2017,1,married,58983
243,153511,Jessica,Fox,Female,Alabama,70,1/2/2017,1,married,44164
244,183475,Gerald,Mcconnell,Male,North Carolina,52,1/2/2017,3,married,105117
245,27806,Sara,Mckenzie,Female,Georgia,66,1/2/2017,1,married,101148
246,36611,Shirley,Meyers,Female,Texas,43,1/2/2017,3,married,97048
247,36947,Victor,Sierra,Male,Nevada,79,1/2/2017,2,married,98074
248,77100,Willie,Wyatt,Male,Pennsylvania,29,1/2/2017,2,married,96730
249,145029,Lori,Kane,Female,Minnesota,65,1/2/2017,1,married,146062
250,174371,Harold,Jimenez,Male,Alaska,78,1/2/2017,1,married,114491
251,198439,Carl,Cruz,Male,West Virginia,81,1/2/2017,1,married,44915
252,66788,Andrea,Rosales,Female,North Dakota,65,1/2/2017,0,divorced/widowed,106231
253,135010,Lois,Fields,Female,Idaho,61,1/2/2017,1,married,40505
254,159503,Gregory,Alvarado,Male,New Mexico,38,1/2/2017,2,married,33663
255,27827,Ralph,Salinas,Male,Oregon,51,1/2/2017,1,married,87703
256,76516,Rose,Larsen,Female,Iowa,60,1/2/2017,2,married,144073
257,149476,Kenneth,Farley,Male,Vermont,36,1/2/2017,0,single,57117
258,124319,Lillian,Meyer,Female,Oregon,25,1/2/2017,0,single,90603
259,56480,James,Alvarez,Male,Nevada,63,1/2/2017,1,married,101437
260,171003,Jonathan,Andersen,Male,Wyoming,69,1/2/2017,0,divorced/widowed,161464
261,175611,Jose,Castaneda,Male,Kentucky,73,1/2/2017,2,married,113028
262,42565,Scott,Tyler,Male,Oklahoma,21,1/2/2017,2,living with parents and siblings,60360
263,195660,Kimberly,Good,Female,New Hampshire,24,1/2/2017,0,single,91398
264,118521,Gloria,Maddox,Female,Washington,23,1/2/2017,0,single,81618
265,63554,,Williamson,Female,Delaware,49,1/2/2017,3,married,30236
266,766,Mary,Bowen,Female,Alabama,39,1/2/2017,3,married,81049
267,5683,Tina,Whitney,Female,Nebraska,73,1/2/2017,3,married,149834
268,17040,Amy,Gibbs,Female,Colorado,39,1/2/2017,1,married,51104
269,44730,Shawn,Wood,Male,Arizona,54,1/2/2017,2,married,150453
270,61490,Scott,Donaldson,Male,Michigan,31,1/2/2017,3,married,44267
271,88457,Louise,Garner,Female,Nevada,55,1/2/2017,0,single,161135
272,89557,Jeremy,Willis,Male,Alabama,26,1/2/2017,3,married,138278
273,100536,Thomas,Howard,Male,Indiana,18,1/2/2017,3,living with parents and siblings,68788
274,113951,Kenneth,Farley,Male,Kansas,69,1/2/2017,2,married,125343
275,199686,,Hampton,Female,Montana,21,1/2/2017,0,single,56294
276,205522,Mark,Newman,Male,Tennessee,57,1/2/2017,1,married,125267
277,48844,Ruth,Sosa,Female,Mississippi,51,1/2/2017,1,married,137207
278,83931,Maria,Frye,Female,Minnesota,77,1/2/2017,1,married,81551
279,111185,Rose,Whitehead,Female,California,55,1/2/2017,1,married,149595
280,10014,Irene,Holmes,Female,Kentucky,35,1/2/2017,0,single,49488
281,18653,Ronald,Shelton,Male,Missouri,23,1/2/2017,2,married,67638
282,179298,Marie,Morrow,Female,Maryland,45,1/2/2017,2,married,145207
283,126929,Thomas,Humphrey,Male,South Carolina,77,1/2/2017,2,married,50514
284,31668,Kathryn,Mclaughlin,Female,Washington,26,1/2/2017,1,married,54688
285,158642,Alan,Davidson,Male,Oregon,24,1/2/2017,1,married,88387
286,36684,,Copeland,Female,Indiana,73,1/2/2017,2,married,103261
287,76682,Margaret,Dunlap,Female,North Dakota,77,1/2/2017,1,married,44443
288,20526,James,Guevara,Male,New Hampshire,39,1/2/2017,0,single,39433
289,24853,Irene,Lynn,Female,Iowa,29,1/2/2017,3,married,34509
290,112129,Arthur,Silva,Male,Oklahoma,76,1/2/2017,1,married,45516
291,22235,Betty,Garrett,Female,Wisconsin,58,1/2/2017,1,married,113767
292,171854,Willie,Goodman,Male,Michigan,22,1/2/2017,1,married,66124
293,175400,Michelle,Hicks,Female,Georgia,49,1/2/2017,2,married,116092
294,123632,,Dixon,Female,Delaware,24,1/2/2017,1,married,36790
295,96202,Steven,Macdonald,Male,Iowa,50,1/2/2017,0,single,39849
296,169877,Terry,Barajas,Male,Virginia,61,1/2/2017,2,married,55792
297,126638,Stephen,Mann,Male,California,43,1/2/2017,2,married,35202
298,162487,Julia,Pacheco,Female,Alabama,24,1/2/2017,1,married,29409
299,55642,Ralph,Huffman,Male,Alabama,66,1/2/2017,1,married,112734
300,69393,Doris,Richmond,Female,Maryland,72,1/2/2017,1,married,89519
301,175233,Jack,Perry,Male,Washington,73,1/2/2017,3,married,121211
302,78998,Donna,Martin,Female,Wisconsin,44,1/2/2017,3,married,107752
303,70680,Diane,Valenzuela,Female,Utah,24,1/2/2017,1,married,70029
304,80935,Walter,Ashley,Male,West Virginia,65,1/2/2017,3,married,126112
305,126505,Linda,Graves,Female,New Jersey,42,1/2/2017,2,married,108147
306,197968,Anthony,Benitez,Male,Mississippi,80,1/2/2017,3,married,105043
307,2605,Ernest,Liu,Male,Arkansas,37,1/2/2017,0,single,44049
308,133786,Russell,Zimmerman,Male,Idaho,36,1/2/2017,0,single,30812
309,165614,Antonio,Nolan,Male,Kansas,66,1/2/2017,1,married,110234
310,14676,Marilyn,Mendez,Female,Pennsylvania,42,1/2/2017,0,single,99216
311,18287,Randy,Franklin,Male,North Dakota,37,1/2/2017,0,single,41175
312,45395,Douglas,Andrews,Male,California,20,1/2/2017,3,living with parents and siblings,35416
313,32095,Ruby,Bradshaw,Female,Iowa,27,1/3/2017,1,married,31079
314,126558,Janice,Hughes,Female,New York,18,1/3/2017,1,living with parents and siblings,88635
315,130191,Harry,Mora,Male,Pennsylvania,19,1/3/2017,2,living with parents and siblings,37467
316,175707,Marie,Morrow,Female,Hawaii,19,1/3/2017,0,single,46235
317,86433,Sarah,Oliver,Female,Pennsylvania,72,1/3/2017,0,divorced/widowed,160479
318,92810,Lillian,Thomas,Female,South Carolina,21,1/3/2017,0,single,72279
319,104791,Gregory,Alvarado,Male,Mississippi,48,1/3/2017,3,married,149181
320,186591,Gloria,Cantrell,Female,Maryland,28,1/3/2017,1,married,32403
321,10590,Margaret,Juarez,Female,Maryland,43,1/3/2017,1,married,141580
322,15572,Kelly,Hardin,Female,Kansas,23,1/3/2017,2,married,77320
323,16685,Alice,Mayo,Female,Delaware,23,1/3/2017,3,married,71784
324,18428,Janice,Price,Female,Kansas,18,1/3/2017,1,living with parents and siblings,30496
325,20614,Marilyn,Atkinson,Female,Florida,33,1/3/2017,0,single,62803
326,22218,Jonathan,Briggs,Male,Maryland,69,1/3/2017,1,married,129392
327,28688,Judy,Becker,Female,New Mexico,57,1/3/2017,2,married,69792
328,29527,Gerald,Mcconnell,Male,West Virginia,62,1/3/2017,1,married,75313
329,37306,Christine,Adams,Female,New Jersey,71,1/3/2017,0,divorced/widowed,77250
330,44151,Rachel,Torres,Female,Minnesota,39,1/3/2017,1,married,97863
331,56427,Jerry,Brown,Male,Montana,46,1/3/2017,0,single,34280
332,58136,Lawrence,Malone,Male,Virginia,23,1/3/2017,0,single,108451
333,66269,Charles,Crosby,Male,Maine,27,1/3/2017,3,married,50964
334,66777,Aaron,Sheppard,Male,Kentucky,54,1/3/2017,3,married,99359
335,70860,Cynthia,Sweeney,Female,Montana,78,1/3/2017,1,married,89012
336,75443,Kenneth,Farley,Male,Illinois,49,1/3/2017,2,married,48844
337,87345,Amy,Gibbs,Female,Maryland,56,1/3/2017,1,married,116772
338,92761,,Floyd,Female,Tennessee,29,1/3/2017,3,married,97830
339,92987,Anne,Dorsey,Female,Illinois,42,1/3/2017,2,married,89210
340,94993,Judy,Solomon,Female,Oklahoma,26,1/3/2017,0,single,76863
341,97616,Judy,Solomon,Female,Alaska,67,1/3/2017,2,married,32359
342,98745,Karen,Parker,Female,District of Columbia,50,1/3/2017,2,married,146183
343,99197,Katherine,Abbott,Female,Alaska,46,1/3/2017,3,married,116255
344,99534,Willie,Peters,Male,Maryland,50,1/3/2017,3,married,107605
345,100191,Michael,Gallagher,Male,New York,56,1/3/2017,1,married,151307
346,112064,,Dejesus,Male,Kansas,48,1/3/2017,2,married,58260
347,117284,Albert,Hancock,Male,Michigan,39,1/3/2017,1,married,44555
348,120972,Alice,Parrish,Female,Wyoming,52,1/3/2017,1,married,96239
349,127772,Jeremy,Vang,Male,Kansas,80,1/3/2017,0,divorced/widowed,95347
350,134947,Jesse,Bravo,Male,Alabama,63,1/3/2017,2,married,94636
351,151181,,Oconnor,Male,Kansas,43,1/3/2017,3,married,128893
